gender,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum_days_inactive,customer_support_calls,churn
0,-0.2636747892493506,-0.9497943420741627,0,0,-1.5128048756332837,0.7186453527802221,-1.51319800556435,-0.9431961559420476,-1.4002220674207821,0.9331375644288676,-0.4160217914926435,0
0,0.030331665962711012,1.239135664825232,0,0,0.3013923638863335,-0.8972563548653087,0.3012222496381535,-0.6871085786451923,-0.5960744335825727,-0.31188765685240893,0.3445299297004891,0
0,2.5783876111339117,0.6604530193230932,0,0,-2.270893455186142,0.6109185722705204,-2.2713977740426907,-0.482238516807708,-1.4002220674207821,0.9331375644288676,2.6261850932798874,1
0,-1.439700610097597,0.7862535944322538,0,1,0.6348023288493846,-0.2508956718070963,0.634304228854072,0.08115415324537374,-0.194000616663468,-0.31188765685240893,1.1050816508936219,0
0,0.12833381770006488,2.2958604957421813,0,0,-0.3374881835009648,0.2518293039048468,-0.33755009866079533,-0.8919786404826766,1.0122208340938461,-0.31188765685240893,-0.4160217914926435,0
1,-0.75368554793612,-0.8743139970086663,0,0,-0.950291973852047,0.898189986963059,-0.9500265012321718,0.5421117923797134,0.6101470171747414,0.9331375644288676,1.8656333720867546,1
1,1.500363942023019,-1.025274687139659,0,0,-0.38405382106563674,0.0004668160488749256,-0.383568003684047,0.286024215082858,-0.194000616663468,0.0,-1.1765735126857761,0
0,0.12833381770006488,-1.2517157223361481,0,0,-0.9130394638003094,-1.6513438184332234,-0.912773911451444,-0.6358910631858212,1.8163684679320555,0.0,2.6261850932798874,1
1,2.1863790041844964,2.648102106047831,0,1,-0.08044586414397607,-0.8613474280287415,-0.0800689634116476,-1.865111434210727,0.20807320025563672,-0.31188765685240893,0.3445299297004891,0
1,-0.75368554793612,-0.9246342270523306,0,0,0.5789235637717783,0.75455427961679,0.5784253441829805,-2.1724165269669533,-0.9981482505016774,0.9331375644288676,-1.1765735126857761,0
1,-0.4596790927240583,0.35853163906110774,0,1,0.8508668871494619,-0.6458938670093372,0.8512457811065457,-0.021280877673368392,1.8163684679320555,-0.31188765685240893,1.8656333720867546,0
1,-0.4596790927240583,0.1824108339082829,0,0,-0.8590233242252902,-1.0408920622115783,-0.8590863555909833,-1.0968487023201607,-0.5960744335825727,-1.5569128781336854,1.1050816508936219,0
0,-0.8516876996734738,-0.39627181159385594,0,0,-1.9523844942437865,0.75455427961679,-1.9525594320958737,1.720114647945248,-1.4002220674207821,0.9331375644288676,-0.4160217914926435,0
0,-1.537702761834951,1.0630148596724072,0,0,-0.6466840169303864,0.2518293039048468,-0.6465274609597724,-0.22615093951085266,-1.4002220674207821,-0.31188765685240893,-0.4160217914926435,0
0,-1.7337070653096587,0.9372142845632466,0,0,0.534220551709693,0.3236471575779813,0.5345987679703599,1.5152445861077637,0.20807320025563672,-0.31188765685240893,-1.1765735126857761,0
1,-0.8516876996734738,0.006290028755458031,0,1,0.718620476465794,0.6827364259436549,0.7186703880633675,0.8494168851359398,-0.194000616663468,0.9331375644288676,-0.4160217914926435,0
1,0.5203424246494803,-0.39627181159385594,0,0,-0.38405382106563674,-1.0768009890481456,-0.383568003684047,-0.9431961559420476,-0.194000616663468,-1.5569128781336854,0.3445299297004891,0
0,0.6183445763868343,-0.018870086266374094,0,0,0.37030950748204805,0.43137393808768365,0.37024910717303167,-0.9431961559420476,-0.9981482505016774,0.9331375644288676,1.1050816508936219,0
1,0.030331665962711012,0.3836917540829399,0,0,1.2084909836461424,1.2572792553287324,1.2084323772394054,1.2079394933515373,1.4142946510129508,0.9331375644288676,-0.4160217914926435,1
0,1.9903747007097885,2.3713408408076777,0,0,-2.453430754439656,2.8731809629742635,-2.453278065325067,-0.6871085786451923,-1.4002220674207821,2.178162785710144,-0.4160217914926435,0
1,1.7943703972350806,0.10693048884278653,0,0,-0.2965104224440534,0.18001145023171172,-0.2970105156641209,0.8494168851359398,1.4142946510129508,-0.31188765685240893,-0.4160217914926435,0
1,-0.6556833961987661,1.7674980802837066,0,0,1.2345677406823587,-0.3945313791533659,1.234728322966978,-0.2773684549702237,1.4142946510129508,-0.31188765685240893,-1.1765735126857761,0
0,0.6183445763868343,-0.597552731768513,0,0,1.5512140761221278,0.43137393808768365,1.551375336103164,0.029936637786002675,0.20807320025563672,0.9331375644288676,-0.4160217914926435,1
1,-0.6556833961987661,-0.14467066137553472,0,0,-0.7938314316347495,1.149552474819031,-0.7933464912720523,1.5664621015671347,-0.9981482505016774,0.9331375644288676,-1.1765735126857761,0
0,-0.2636747892493506,-0.47175215665935233,0,1,-0.22759327884833921,-0.3586224523167987,-0.22798365812924315,0.13237166870474482,0.6101470171747414,-0.31188765685240893,1.8656333720867546,1
1,1.1083553350736035,0.9372142845632466,0,0,1.1544748440711226,1.616368523694406,1.1547448213789446,-2.582156650641922,-0.9981482505016774,0.9331375644288676,1.1050816508936219,0
1,-1.0476920031481816,0.4843322141702684,1,1,-0.37474069355270234,-0.5381670864996355,-0.37480268844152304,0.3372417305422291,0.20807320025563672,-0.31188765685240893,2.6261850932798874,1
1,-0.16567263751199673,0.9623743995850788,0,1,0.0704268015655613,1.7240953042041085,0.07003706011657895,1.2591570088109083,-0.5960744335825727,2.178162785710144,-0.4160217914926435,0
0,0.5203424246494803,0.610132789279429,0,0,-0.9000010852822016,0.3954650112511164,-0.8996259385876577,0.029936637786002675,-0.9981482505016774,0.9331375644288676,-0.4160217914926435,0
1,-0.16567263751199673,-1.3020359523798124,0,1,0.945860787781393,-0.9331652817018763,0.9454729199636804,-0.6871085786451923,-0.194000616663468,0.0,1.1050816508936219,0
0,2.382383307659204,0.15725071888645079,0,0,0.13003081764834076,0.2877382307414141,0.13029860240893232,-0.9944136714014187,-0.5960744335825727,0.0,-0.4160217914926435,0
1,0.6183445763868343,1.5410570450872176,0,0,2.8457388004200066,-1.7231616721063578,2.845354998780795,1.4128095551890216,1.8163684679320555,-1.5569128781336854,1.8656333720867546,1
1,-0.5576812444614122,-0.27047123648469534,0,0,-1.822000709062705,-1.0768009890481456,-1.822175367863327,-1.5578063414545005,-0.194000616663468,-1.5569128781336854,-0.4160217914926435,0
0,-0.4596790927240583,0.13209060386461866,1,1,-0.44738308815359046,1.616368523694406,-0.44711653919234745,-0.2773684549702237,-0.5960744335825727,0.9331375644288676,-1.1765735126857761,1
0,-0.6556833961987661,-1.025274687139659,0,0,0.04435004452934476,0.3954650112511164,0.04483677879432191,-0.021280877673368392,1.4142946510129508,0.9331375644288676,1.8656333720867546,0
0,-0.6556833961987661,-0.47175215665935233,0,0,-0.6466840169303864,-1.7949795257794927,-0.6465274609597724,0.43967676146097123,-0.194000616663468,-1.5569128781336854,-0.4160217914926435,0
1,-0.3616769409867045,-0.823993766965002,0,0,-0.5144376062467181,-1.9027063062891947,-0.5139520679165942,0.18358918416411588,-0.5960744335825727,-1.5569128781336854,0.3445299297004891,0
1,1.3043596385483114,0.7359333643885896,0,0,0.6683295878959482,-1.9027063062891947,0.6682698254188534,0.43967676146097123,2.2184422848511605,-1.5569128781336854,0.3445299297004891,0
1,0.9123510315988959,-1.1007550322051554,0,0,-0.7994193081425099,1.4727328163481372,-0.7999204777039453,-1.4553713105357584,-0.194000616663468,0.9331375644288676,-0.4160217914926435,0
1,-0.8516876996734738,-0.9497943420741627,0,0,-0.6150193833864093,0.7186453527802221,-0.6147531932056219,0.7469818542171976,-0.5960744335825727,0.9331375644288676,-1.1765735126857761,0
1,1.598366093760373,-0.11951054635370259,0,1,1.5027858130548686,-0.035442110787692306,1.5031661022692813,-0.1749334240514816,0.20807320025563672,-0.31188765685240893,-0.4160217914926435,0
0,0.5203424246494803,-0.597552731768513,0,0,0.8247901301132461,-1.2563456232309824,0.8249498353789729,-1.3529362796170161,-0.9981482505016774,-1.5569128781336854,0.3445299297004891,0
0,-0.75368554793612,-1.5787972176199658,0,0,0.2045358377518158,0.970007840636194,0.20480378197038812,0.8494168851359398,-1.4002220674207821,0.9331375644288676,-1.1765735126857761,0
0,0.22633596943741877,-0.49691227168118446,0,0,2.6483004971457973,-1.2563456232309824,2.6481354058240005,1.1567219778921662,1.4142946510129508,-1.5569128781336854,-1.1765735126857761,1
0,0.4223402729121265,2.270700380720349,0,0,-0.19965389630953606,-0.46634923282650037,-0.19949638359103944,-0.3798034858889659,0.20807320025563672,-0.31188765685240893,-0.4160217914926435,0
0,0.6183445763868343,1.7171778502400425,0,1,-1.5407442581720867,0.43137393808768365,-1.5405896156972378,1.2079394933515373,-0.9981482505016774,0.9331375644288676,0.3445299297004891,0
0,0.030331665962711012,1.6668576201963783,1,1,-0.9670556033753288,-0.5022581596630676,-0.9675571317172201,1.5152445861077637,1.0122208340938461,-0.31188765685240893,0.3445299297004891,0
0,-0.06767048577464287,-1.4529966425108052,0,0,1.1377112145478412,0.14410252339514448,1.1372141908938966,-0.482238516807708,-0.194000616663468,-0.31188765685240893,-1.1765735126857761,0
1,0.4223402729121265,-0.09435043133187046,0,0,1.4953353110445216,0.46728286492425086,1.4954964514320725,-0.6871085786451923,-0.194000616663468,0.9331375644288676,2.6261850932798874,0
0,-1.2436963066228894,-0.597552731768513,1,0,1.7356140008782281,0.6468274991070877,1.7354469561961714,-0.8407611250233055,1.0122208340938461,0.9331375644288676,-0.4160217914926435,1
1,-0.9496898514108277,-0.14467066137553472,0,0,0.19522271023888144,-0.9690742085384435,0.19494280232254807,-0.1749334240514816,0.20807320025563672,-0.31188765685240893,-0.4160217914926435,0
1,0.6183445763868343,-0.597552731768513,0,1,0.17845908071559996,-0.07135103762425954,0.1785078362428154,0.38845924600160014,0.20807320025563672,-0.31188765685240893,-0.4160217914926435,0
0,-1.2436963066228894,-0.5723926167466808,0,0,-0.3188619284750961,-1.2563456232309824,-0.3189238037704312,-1.7626764032919848,-0.5960744335825727,-1.5569128781336854,0.3445299297004891,0
